Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std,Label_cleaned
99501,4,24,6,0,0,241.203606,40.200601,33167.0,307,307,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
39665660,2,93,44,190,86,9.302757095,0.100842895,13200000.0,23794,39600000,39600000,39600000.0,0,0.050421448,44,0,0,0,0,1,-1,-1,40,96430.0,0.0,0.0,0
712274,4,24,6,0,0,33.69489831,5.615816385,237424.6667,160,160,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
877593,3,26,0,4380,0,13248.73831,10.25532337,109699.125,10,353,877583,175516.6,0,6.836882245,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
12740,3,26,0,4380,0,912637.3626,706.4364207,1592.5,18,122,12690,2538.0,0,470.9576138,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
8610554,4,24,6,0,0,2.787277102,0.464546184,2870184.667,356,356,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,801.0,0.0,0.0,1
283,2,70,35,230,230,1872791.519,14134.27562,94.33333333,4,4,4,4.0,0,7067.137809,35,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
5114543,4,24,6,0,0,4.692501363,0.782083561,1704847.667,388,388,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,869.0,0.0,0.0,1
282,2,128,64,192,192,1815602.837,14184.39716,94.0,48,48,49,49.0,0,7092.198582,64,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
454056,2,12,6,0,0,26.42845816,4.404743027,454056.0,454056,454056,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,1,0,0,60,-1,20,0.0,0.0,0.0,0
49577793,2,104,51,109,67,5.647689884,0.080681284,16500000.0,59911,49500000,49500000,49500000.0,0,0.040340642,51,0,0,0,0,1,-1,-1,40,61007.0,0.0,0.0,0
23791,2,70,35,79,79,9583.455929,168.1308058,7930.333333,3,3,3,3.0,0,84.06540288,35,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
47543,1,47,47,75,75,2566.098059,42.06718129,47543.0,47543,0,0,0.0,0,21.03359064,47,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
23833,2,70,35,51,51,7216.884152,167.8345152,7944.333333,3,3,48,48.0,0,83.91725758,35,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
8003,3,26,0,8675,0,1452830.189,874.671998,1333.833333,30,192,7949,2649.666667,0,499.8125703,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
4984564,1,0,0,31,0,6.219199914,0.802477408,1661521.333,3,0,4934613,2467306.5,0,0.601858056,0,0,0,1,0,3,295,284,32,0.0,0.0,0.0,0
7929633,4,24,6,0,0,3.026621787,0.504436964,2643211.0,243,243,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,675.0,0.0,0.0,1
933689,3,26,0,7215,0,12459.18073,8.568163489,133384.1429,3,3,933668,233417.0,0,5.355102181,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
8812,3,26,0,8760,0,1319450.749,794.3713118,1468.666667,2,2,8757,2919.0,0,453.9264639,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
186390,51,1343,0,2896,0,575052.3097,600.8906057,1679.189189,1,2,163365,2722.75,0,327.2707763,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142508,50,1331,0,2896,0,741881.1575,764.8693407,1319.518519,1,1,119506,2060.448276,0,414.0118449,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
79673,3,26,0,10135,0,146009.3131,100.4104276,11381.85714,5,30,79656,19914.0,0,62.75651726,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
142740,47,1319,0,4344,0,771122.3203,735.6031946,1372.5,2,2,119695,2099.912281,0,406.3331932,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
168759,1,54,54,70,70,734.7756268,11.85121979,168759.0,168759,0,0,0.0,0,5.925609893,54,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
473565,3,26,0,5840,0,24564.73768,19.00478287,59195.625,3,4,473437,94687.4,0,12.66985525,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
110807246,24,4793,0,1981,0,97.19580974,0.433184667,2357600.979,70,64795,111000000,4813013.478,0,0.216592334,0,0,1,0,0,1,8192,9065,20,369185.3636,844118.1803,1051856.225,0
48481,1,40,40,107,107,3032.115674,41.25327448,48481.0,48481,0,0,0.0,0,20.62663724,40,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
173,2,78,39,103,103,1641618.497,23121.38728,57.66666667,4,4,4,4.0,0,11560.69364,39,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
71693,2,74,37,88,88,3487.09079,55.79345264,23897.66667,3,47,3,3.0,0,27.89672632,37,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
964521,3,26,0,10135,0,12054.68829,7.257488432,160753.5,49,256,964342,321447.3333,0,4.147136247,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
888695,3,26,0,10135,0,13089.98025,9.001963553,126956.4286,4,67,888454,222113.5,0,5.626227221,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
142592,44,1319,0,4344,0,741359.9641,701.3016158,1440.323232,1,1,119359,2170.163636,0,392.7289048,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
848888,3,26,0,10135,0,13703.81016,9.424093638,121269.7143,3,3,848790,212197.5,0,5.890058524,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
152273,68,1427,0,4344,0,1427239.235,1122.983063,895.7235294,0,1,129147,1266.147059,0,676.416699,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
53723,4,144,36,117,117,7036.092549,111.6840087,10744.6,2,2,4,4.0,0,37.2280029,36,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
917389,3,26,0,4380,0,12680.55318,9.810451183,114673.625,1,1,917310,183462.0,0,6.540300788,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
846121,3,26,0,8760,0,13741.53342,8.273048417,141020.1667,3,3,846082,282027.3333,0,4.727456239,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
10193872,4,24,6,0,0,2.354355636,0.392392606,3397957.333,387,387,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1031.0,0.0,0.0,1
137228,3,26,0,4380,0,84771.32947,65.58428309,17153.5,3,3,137199,27439.8,0,43.72285539,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
196534,48,1331,0,2896,0,515839.4985,534.2587033,1889.75,0,2,173211,3093.053571,0,290.0261532,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
11323482,5,30,6,0,0,2.649361742,0.44156029,2830870.5,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,997.0,0.0,0.0,1
75249,1,55,55,111,111,2206.009382,26.57842629,75249.0,75249,0,0,0.0,0,13.28921315,55,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
7908232,4,24,6,0,0,3.034812332,0.505802055,2636077.333,313,313,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,771.0,0.0,0.0,1
903357,3,26,0,4380,0,12877.5224,9.962838612,112919.625,2,4,903309,180661.8,0,6.641892408,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
900405,3,26,0,7300,0,12919.74167,9.995502024,112550.625,38,49,900358,180071.6,0,6.663668016,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
913558,3,26,0,5840,0,12733.729,9.851591251,114194.75,3,4,913470,182694.0,0,6.567727501,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
169336,4,132,33,49,49,1358.246327,35.43251287,33867.2,3,3,48,48.0,0,11.81083762,33,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
373815,3,26,0,4380,0,31103.62077,24.07608041,46726.875,24,48,373791,74758.2,0,16.05072028,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
143347,47,1325,0,2896,0,767898.8748,746.4404557,1352.330189,1,1,120283,2038.694915,0,418.5647415,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
10988474,5,30,6,0,0,2.730133411,0.455022235,2747118.5,310,310,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1620.0,0.0,0.0,1
11946204,4,24,6,0,0,2.009006376,0.334834396,3982068.0,246,246,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,636.0,0.0,0.0,1
161,2,0,0,0,0,0.0,12422.36025,161.0,161,161,0,0.0,0,0.0,0,0,0,1,0,0,342,-1,32,0.0,0.0,0.0,0
1001061,3,26,0,7300,0,11620.67047,7.991520996,143008.7143,4,49,1000986,250246.5,0,4.994700623,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1271982,3,26,0,5840,0,9145.56967,7.075571824,158997.75,1,1,1271941,254388.2,0,4.717047883,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
117996713,14,1011,0,2788,0,50.58615489,0.220345121,4719868.52,3,22,118000000,10700000.0,0,0.101697748,0,0,1,0,0,0,8192,127,20,421960.5,336511.4101,168466.7764,0
142478,50,1331,0,2896,0,782689.2573,800.1235278,1260.867257,0,1,119257,1892.968254,0,449.192156,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
1053559,3,26,0,5840,0,11041.62178,8.542473654,131694.875,13,202,1053511,210702.2,0,5.694982436,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
619704,3,442,0,859,0,2118.753469,11.29571537,103284.0,3,23424,596297,198765.6667,0,6.454694499,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
197861,46,1325,0,4344,0,512349.5787,505.4053098,1998.59596,1,1,174628,3294.867925,0,272.9188673,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
1108406,5,30,6,0,0,27.06589463,4.510982438,277101.5,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
32,1,6,6,6,6,375000.0,62500.0,32.0,32,0,0,0.0,0,31250.0,6,0,0,1,0,1,4737,64189,20,0.0,0.0,0.0,0
23839,2,68,34,89,89,10319.2248,167.7922732,7946.333333,4,4,4,4.0,0,83.89613658,34,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
129902,3,26,0,5755,0,89552.12391,69.28299795,16237.75,2,3,129779,25955.8,0,46.1886653,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
704349,3,26,0,11595,0,16515.96013,9.938255041,117391.5,5,103,704329,234776.3333,0,5.679002881,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
965416,3,26,0,7215,0,12049.72779,8.286583193,137916.5714,4,4,965369,241342.25,0,5.179114496,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
690910,3,26,0,11595,0,16837.21469,10.13156562,115151.6667,3,3,690891,230297.0,0,5.789466066,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
2459117,4,24,6,0,0,9.759600702,1.626600117,819705.6667,329,329,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
285,2,82,41,76,76,821052.6316,14035.08772,95.0,3,3,49,49.0,0,7017.54386,41,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
149954,50,1337,0,4344,0,714832.5486,700.2147325,1441.865385,1,1,126804,2348.222222,0,366.7791456,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
4395459,4,24,6,0,0,5.460180609,0.910030102,1465153.0,366,366,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
703451,3,26,0,11595,0,16537.0438,9.950941857,117241.8333,3,3,703419,234473.0,0,5.68625249,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
899211,3,26,0,7215,0,12936.8969,8.896688319,128458.7143,3,113,899132,224783.0,0,5.560430199,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
23773,26,156,6,2896,0,2503848.904,2397.678038,424.5178571,1,2,23706,790.2,0,1304.000337,0,1,0,0,0,1,0,61,20,0.0,0.0,0.0,0
216108,48,1319,0,4344,0,515964.2401,490.495493,2058.171429,0,1,193078,3387.333333,0,268.3843264,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
13111,3,26,0,8675,0,886812.6001,533.9028297,2185.166667,145,175,12966,4322.0,0,305.0873312,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1034605,4,24,6,0,0,23.19725886,3.86620981,344868.3333,327,327,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
161240,1,51,51,111,111,1004.713471,12.40387001,161240.0,161240,0,0,0.0,0,6.201935004,51,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
4019245,5,30,6,0,0,7.464088405,1.244014734,1004811.25,260,260,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
375597,3,26,0,4380,0,30956.0513,23.96185273,46949.625,16,383,375556,75111.2,0,15.97456849,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
816138,3,26,0,10135,0,14253.7169,9.802263833,116591.1429,4,110,815946,203986.5,0,6.126414896,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
160,2,56,28,60,60,1100000.0,25000.0,53.33333333,3,3,4,4.0,0,12500.0,28,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
178,2,66,33,49,49,921348.3146,22471.91011,59.33333333,1,1,49,49.0,0,11235.95506,33,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
262,2,90,45,61,61,809160.3053,15267.17557,87.33333333,3,4,3,3.0,0,7633.587786,45,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
1022313,4,24,6,0,0,23.47617608,3.912696014,340771.0,193,193,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
144762,42,1319,0,4344,0,690236.388,676.9732388,1492.391753,1,1,121765,2213.909091,0,386.8418508,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
157,2,70,35,51,51,1095541.401,25477.70701,52.33333333,3,3,4,4.0,0,12738.8535,35,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
45669072,2,96,46,174,66,7.357276715,0.087586628,15200000.0,23704,45600000,45400000,45400000.0,0,0.043793314,46,0,0,0,0,1,-1,-1,32,219348.0,0.0,0.0,0
142817,39,1289,0,4344,0,699426.5389,616.1731447,1641.574713,3,3,119208,2483.5,0,343.0964101,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
23574,1,64,64,117,117,7677.950284,84.83922966,23574.0,23574,0,0,0.0,0,42.41961483,64,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
76320,1,48,48,64,64,1467.505241,26.20545073,76320.0,76320,0,0,0.0,0,13.10272537,48,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
20660847,11,1541,0,1496,2,266.0587923,0.968014525,1087413.0,1,94561,20600000,2570794.25,0,0.435606536,0,0,1,0,0,0,8192,33466,20,5763707.0,0.0,0.0,0
25600,3,26,0,7300,0,454414.0625,312.5,3657.142857,53,64,25547,6386.75,0,195.3125,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
8415090,4,24,6,0,0,2.852019408,0.475336568,2805030.0,236,236,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,677.0,0.0,0.0,1
39798,3,26,0,10135,0,292301.1207,201.0151264,5685.428571,1,191,39607,9901.75,0,125.634454,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
119885930,24,3135,0,1706,0,86.99936681,0.358674283,2854426.905,31,48,114000000,6346898.944,0,0.158483986,0,0,1,0,0,0,8192,70,20,343035.4167,1136012.947,1266536.162,0
142470,46,1331,0,4344,0,772667.9301,744.0162841,1356.857143,1,1,119446,2024.508475,0,421.1412929,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
130586,3,26,0,5840,0,89083.05638,68.92009863,16323.25,3,49,130398,26079.6,0,45.94673242,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
60609,4,160,40,101,101,5972.710324,98.99519873,12121.8,0,0,4,4.0,0,32.99839958,40,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
143040,48,1331,0,4344,0,769588.9262,741.0514541,1362.285714,2,2,119289,2092.789474,0,405.4809843,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
7934320,4,24,6,0,0,3.024833886,0.504138981,2644773.333,251,251,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,657.0,0.0,0.0,1
1069288,4,24,6,0,0,22.4448418,3.740806967,356429.3333,270,270,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
283381,3,26,0,7215,0,41050.74088,28.23054474,40483.0,4,4,283300,70825.0,0,17.64409046,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
99854,3,26,0,7215,0,116500.0901,80.11697078,14264.85714,3,114,99808,24952.0,0,50.07310674,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
60609,1,54,54,110,110,2705.868765,32.99839958,60609.0,60609,0,0,0.0,0,16.49919979,54,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
50884,1,0,0,0,0,0.0,39.30508608,50884.0,50884,0,0,0.0,0,19.65254304,0,0,0,1,1,1,237,110,32,0.0,0.0,0.0,0
942100,3,26,0,5840,0,12347.94608,9.553125995,117762.5,2,4,942072,188414.4,0,6.368750663,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
4522242,5,117,0,41,41,34.93842214,1.326775524,904448.4,3,3,0,0.0,1,0.221129254,0,0,0,1,0,0,2316,287,32,0.0,0.0,0.0,0
176,2,80,40,56,56,1090909.091,22727.27273,58.66666667,3,4,3,3.0,0,11363.63636,40,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
5002523,4,24,6,0,0,4.797579142,0.799596524,1667507.667,187,187,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,410.0,0.0,0.0,1
142497,49,1325,0,4344,0,782542.7904,757.9106929,1331.747664,1,1,119277,2056.5,0,414.0438044,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
840118,3,26,0,7300,0,13846.86437,10.71278082,105014.75,10,212,840104,168020.8,0,7.141853882,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
9648776,4,24,6,0,0,2.487362128,0.414560355,3216258.667,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,6.0,0.0,0.0,1
115587117,19,1968,0,1443,0,30.98096131,0.311453395,3302489.057,4,4,111000000,6931072.188,0,0.147075214,0,0,1,0,0,0,8192,1027,20,73317.36364,164532.3854,22659.81972,0
6839562,2,119,58,139,125,55.99773787,0.584832771,2279854.0,23265,6816297,6772848,6772848.0,0,0.292416386,58,0,0,0,0,1,-1,-1,20,66714.0,0.0,0.0,0
327216,2,12,6,0,0,36.67302332,6.112170554,327216.0,327216,327216,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
4037927,5,30,6,0,0,7.429554819,1.238259136,1009481.75,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
6819777,4,24,6,0,0,3.519176653,0.586529442,2273259.0,236,236,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,683.0,0.0,0.0,1
806159,3,26,0,7215,0,14430.15584,9.923600679,115165.5714,3,3,806075,201518.75,0,6.202250425,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
773339,3,26,0,5840,0,15042.56219,10.34475178,110477.0,4,239,773288,193322.0,0,6.465469865,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
941205,3,26,0,5840,0,12359.68785,9.562210146,117650.625,4,59,941186,188237.2,0,6.374806764,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
2029960,6,36,6,0,0,17.73433959,2.955723265,405992.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
187013,49,1343,0,2896,0,573136.6269,593.5416254,1700.118182,0,1,163451,2679.52459,0,331.5277548,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
406145,5,30,6,0,0,73.86524517,12.3108742,101536.25,235,235,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
23380,2,70,35,63,63,8383.233533,171.0863986,7793.333333,4,4,4,4.0,0,85.54319932,35,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
605964,3,26,0,7215,0,19197.51008,13.20210442,86566.28571,3,49,605878,151469.5,0,8.25131526,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
23457,1,46,46,62,62,4604.169331,85.26239502,23457.0,23457,0,0,0.0,0,42.63119751,46,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
100328,1,56,56,156,156,2113.069133,19.93461446,100328.0,100328,0,0,0.0,0,9.967307232,56,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
3105833,5,30,6,0,0,9.659244396,1.609874066,776458.25,201,201,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
142724,43,1319,0,4344,0,730626.9443,735.685659,1372.346154,0,1,119498,1958.983607,0,434.4048653,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
446800,23,1169,0,2896,0,100147.7171,114.1450313,8936.0,1,49,423469,15684.03704,0,62.66786034,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
870009,3,26,0,4380,0,13371.12605,10.34472057,108751.125,3,3,869955,173991.0,0,6.896480381,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
60797,4,152,38,129,129,6743.753804,98.68908005,12159.4,3,3,3,3.0,0,32.89636002,38,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
23875,1,51,51,223,223,11476.43979,83.76963351,23875.0,23875,0,0,0.0,0,41.88481675,51,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
898313,3,26,0,10135,0,12949.82929,8.905581907,128330.4286,4,4,898266,224566.5,0,5.565988692,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
142868,43,1319,0,4344,0,729890.5283,671.9489319,1503.873684,2,2,119182,2291.961538,0,370.9718061,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
188450,47,1325,0,2896,0,537935.792,562.4834174,1794.761905,1,1,165253,2849.189655,0,313.0803927,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
23215,1,47,47,63,63,4738.315744,86.15119535,23215.0,23215,0,0,0.0,0,43.07559767,47,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
742598,3,26,0,5755,0,15665.27246,12.1196125,92824.75,3,19,742542,148508.4,0,8.079741664,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
58147679,2,93,44,152,131,6.466294209,0.068790364,19400000.0,23444,57800000,58100000,58100000.0,0,0.034395182,44,0,0,0,0,1,-1,-1,20,23444.0,0.0,0.0,0
569246,3,26,0,11595,0,20435.80456,12.29696827,94874.33333,6,18,569198,189732.6667,0,7.026839012,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
